Name;Longitude;Latitude
Valencia del Mombuey;-7.119643;38.24256
Valencia del Ventoso;-6.474613;38.265
Valle de la Serena;-5.799649;38.70062
Valle de Matamoros;-6.802888;38.3796
Valle de Santa Ana;-6.788002;38.36528
Valverde de Burguillos;-6.537829;38.32713
Valverde de Leganés;-6.981911;38.67241
Valverde de Llerena;-5.822106;38.21376
Valverde de Mérida;-6.221605;38.91176
Villafranca de los Barros;-6.337831;38.5623
Villagarcía de la Torre;-6.080569;38.29387
Villagonzalo;-6.196941;38.86309
Villalba de los Barros;-6.509777;38.61292
Villanueva de la Serena;-5.800302;38.97399
Villanueva del Fresno;-7.168993;38.37597
Villar de Rena;-5.811779;39.07669
Villar del Rey;-6.847796;39.13239
Villarta de los Montes;-4.792194;39.21384
Zafra;-6.416446;38.4258
Zahínos;-6.955032;38.33017
Zalamea de la Serena;-5.656967;38.64977
Zarza-Capilla;-5.169444;38.80047
Zarza (La);-6.217914;38.81807
Abadía;-5.977147;40.26001
Abertura;-5.814705;39.24395
Acebo;-6.716342;40.2028
Acehúche;-6.633866;39.80257
Aceituna;-6.332445;40.14967
Ahigal;-6.185196;40.1902
Albalá;-6.18479;39.25652
Alcántara;-6.886507;39.71918
Alcollarín;-5.738991;39.24476
Alcuéscar;-6.228958;39.18246
Aldea del Cano;-6.318822;39.28899
Aldea del Obispo (La);-5.908606;39.56373
Aldeacentenera;-5.628981;39.52736
Aldeanueva de la Vera;-5.701673;40.1274
Aldeanueva del Camino;-5.928072;40.25998
Aldehuela de Jerte;-6.239311;40.00964
Alía;-5.217654;39.44883
Aliseda;-6.691398;39.42412
Almaraz;-5.676382;39.81441
Almoharín;-6.045032;39.17651
Arroyo de la Luz;-6.581785;39.48631
Arroyomolinos;-6.161489;39.18561
Arroyomolinos de la Vera;-5.852002;40.05341
Baños de Montemayor;-5.859305;40.31583
Barrado;-5.881955;40.0849
Belvís de Monroy;-5.607221;39.81759
Benquerencia;-6.08435;39.31013
Berrocalejo;-5.350197;39.81955
Berzocana;-5.462021;39.43724
Bohonal de Ibor;-5.48418;39.78432
Botija;-6.07199;39.34631
Brozas;-6.777935;39.61208
Cabañas del Castillo;-5.511646;39.54757
Cabezabellosa;-6.001263;40.13789
Cabezuela del Valle;-5.807104;40.19462
Cabrero;-5.893142;40.11537
Cáceres;-6.37076;39.47618
Cachorrilla;-6.668756;39.91569
Cadalso;-6.541749;40.23775
Calzadilla;-6.531847;40.06121
Caminomorisco;-6.290466;40.32347
Campillo de Deleitosa;-5.572512;39.70359
Campo Lugar;-5.770979;39.19566
Cañamero;-5.388996;39.3801
Cañaveral;-6.394412;39.78916
Carbajo;-7.195372;39.60311
Carcaboso;-6.213867;40.04923
Carrascalejo;-5.215979;39.64698
Casar de Cáceres;-6.416811;39.56156
Casar de Palomero;-6.256925;40.29464
Casares de las Hurdes;-6.287865;40.44009
Casas de Don Antonio;-6.290927;39.23449
Casas de Don Gómez;-6.602018;40.00901
Casas de Millán;-6.330875;39.81559
Casas de Miravete;-5.745224;39.72628
Casas del Castañar;-5.906427;40.10815
Casas del Monte;-5.961104;40.20384
Casatejada;-5.683491;39.88761
Casillas de Coria;-6.635832;39.96584
Castañar de Ibor;-5.416543;39.6278
Ceclavín;-6.770211;39.82228
Cedillo;-7.499236;39.64955
Cerezo;-6.225346;40.23718
Cilleros;-6.792156;40.11362
Collado;-5.72031;40.05756
Conquista de la Sierra;-5.734497;39.35096
Coria;-6.539727;39.98358
Cuacos de Yuste;-5.722965;40.10612
Cumbre (La);-5.977319;39.4049
Deleitosa;-5.645743;39.6431
Descargamaría;-6.487017;40.30398
Eljas;-6.84604;40.21554
Escurial;-5.885627;39.16914
Fresnedoso de Ibor;-5.506371;39.68388
Galisteo;-6.2659;39.97344
Garciaz;-5.627286;39.41329
Garganta (La);-5.823368;40.32863
Garganta la Olla;-5.77565;40.11181
Gargantilla;-5.920274;40.24803
Gargüera;-5.928524;40.06156
Garrovillas de Alconétar;-6.54906;39.70975
Garvín;-5.345633;39.71982
Gata;-6.595838;40.23882
Gordo (El);-5.343741;39.86602
Granja (La);-5.994181;40.23901
Guadalupe;-5.330024;39.45216
Guijo de Coria;-6.463475;40.1011
Guijo de Galisteo;-6.409966;40.09397
Guijo de Granadilla;-6.163253;40.1938
Guijo de Santa Bárbara;-5.654811;40.1547
Herguijuela;-5.759802;39.37516
Hernán-Pérez;-6.464512;40.21267
Herrera de Alcántara;-7.40579;39.63796
Herreruela;-6.906601;39.46328
Hervás;-5.866045;40.2739
Higuera;-5.666839;39.72699
Hinojal;-6.357864;39.70812
Holguera;-6.349081;39.89969
Hoyos;-6.721882;40.17185
Huélaga;-6.615004;40.05581
Ibahernando;-5.917909;39.32561
Jaraicejo;-5.812926;39.66704
Jaraíz de la Vera;-5.757348;40.06082
Jarandilla de la Vera;-5.658391;40.12643
Jarilla;-6.002533;40.17308
Jerte;-5.755953;40.21983
Ladrillar;-6.224111;40.46568
Logrosán;-5.486933;39.33704
Losar de la Vera;-5.605157;40.12332
Madrigal de la Vera;-5.369092;40.14826
Madrigalejo;-5.628703;39.13836
Madroñera;-5.754245;39.42639
Majadas;-5.748076;39.94258
Malpartida de Cáceres;-6.505743;39.44617
Malpartida de Plasencia;-6.048531;39.97929
Marchagaz;-6.275044;40.26732
Mata de Alcántara;-6.81734;39.71692
Membrío;-7.056417;39.52709
Mesas de Ibor;-5.54389;39.75625
Miajadas;-5.907261;39.15122
Millanes;-5.580376;39.85034
Mirabel;-6.23199;39.86226
Mohedas de Granadilla;-6.202794;40.26815
Monroy;-6.213188;39.63814
Montánchez;-6.146751;39.22698
Montehermoso;-6.348759;40.08851
Moraleja;-6.657399;40.06754
Morcillo;-6.397771;40.01879
Navaconcejo;-5.829202;40.17633
Navalmoral de la Mata;-5.560554;39.88757
Navalvillar de Ibor;-5.414059;39.58443
Navas del Madroño;-6.651073;39.62302
Navezuelas;-5.438606;39.51123
Nuñomoral;-6.246152;40.40713
Oliva de Plasencia;-6.086882;40.11187
Palomero;-6.276446;40.24598
Pasarón de la Vera;-5.820242;40.05243
Pedroso de Acim;-6.41306;39.824
Peraleda de la Mata;-5.461355;39.85395
Peraleda de San Román;-5.386428;39.74103
Perales del Puerto;-6.68132;40.15448
Pescueza;-6.64637;39.91832
Pesga (La);-6.176128;40.32642
Piedras Albas;-6.926807;39.78506
Pinofranqueado;-6.332713;40.30349
Piornal;-5.850621;40.11704
Plasencia;-6.088251;40.0305
Plasenzuela;-6.047251;39.38169
Portaje;-6.561548;39.918
Portezuelo;-6.475103;39.81164
Pozuelo de Zarzón;-6.415245;40.14914
Puerto de Santa Cruz;-5.859532;39.31549
Rebollar;-5.898876;40.15337
Riolobos;-6.304895;39.92095
Robledillo de Gata;-6.470017;40.32271
Robledillo de la Vera;-5.589018;40.10108
Robledillo de Trujillo;-5.981236;39.26907
Robledollano;-5.510137;39.61113
Romangordo;-5.699617;39.74132
Rosalejo;-5.458256;39.99511
Ruanes;-6.014173;39.32804
Salorino;-7.00886;39.47884
Salvatierra de Santiago;-6.032602;39.30373
San Martín de Trevejo;-6.795899;40.21355
Santa Ana;-5.991424;39.30836
Santa Cruz de la Sierra;-5.846525;39.33632
Santa Cruz de Paniagua;-6.341215;40.19156
Santa Marta de Magasca;-6.099321;39.51199
Santiago de Alcántara;-7.244205;39.60579
Santiago del Campo;-6.362584;39.62868
Santibáñez el Alto;-6.546609;40.18597
Santibáñez el Bajo;-6.223605;40.17627
Saucedilla;-5.677233;39.85294
Segura de Toro;-5.948384;40.22353
Serradilla;-6.138085;39.83054
Serrejón;-5.802053;39.81802
Sierra de Fuentes;-6.275741;39.43762
Talaván;-6.283558;39.71327
Talaveruela de la Vera;-5.519372;40.12172
Talayuela;-5.609766;39.98579
Tejeda de Tiétar;-5.868539;40.02016
Toril;-5.779137;39.89747
Tornavacas;-5.69185;40.25297
Torno (El);-5.94529;40.13552
Torre de Don Miguel;-6.576208;40.22451
Torre de Santa María;-6.115738;39.25404
Torrecilla de los Ángeles;-6.418326;40.24807
Torrecillas de la Tiesa;-5.742724;39.56844
Torrejón el Rubio;-6.014256;39.77169
Torrejoncillo;-6.466379;39.89564
Torremenga;-5.773284;40.04737
Torremocha;-6.170862;39.34707
Torreorgaz;-6.247857;39.38263
Torrequemada;-6.220093;39.36641
Trujillo;-5.881428;39.45842
Valdastillas;-5.879483;40.13248
Valdecañas de Tajo;-5.619759;39.75895
Valdefuentes;-6.12266;39.27539
Valdehúncar;-5.522842;39.83708
Valdelacasa de Tajo;-5.281958;39.72631
Valdemorales;-6.067852;39.20615
Valdeobispo;-6.247542;40.08203
Valencia de Alcántara;-7.246899;39.41135
Valverde de la Vera;-5.494221;40.1233
Valverde del Fresno;-6.877804;40.22512
Viandar de la Vera;-5.537332;40.12193
Villa del Campo;-6.426996;40.14024
Villa del Rey;-6.820529;39.66001
Villamesías;-5.872935;39.24479
Villamiel;-6.785113;40.18649
Villanueva de la Sierra;-6.406775;40.20169
Villanueva de la Vera;-5.4642;40.12963
Villar de Plasencia;-6.029376;40.13834
Villar del Pedroso;-5.196259;39.70632
Villasbuenas de Gata;-6.625679;40.1794
Zarza de Granadilla;-6.047421;40.23764
Zarza de Montánchez;-6.033668;39.25694
Zarza la Mayor;-6.86481;39.87599
Zorita;-5.700322;39.28505
Abegondo;-8.283333;43.21667
Ames;-8.633333;42.9
Aranga;-8.016667;43.23333
Ares;-8.247746;43.4263
Arteixo;-8.511387;43.30451
Arzúa;-8.164196;42.92717
Baña (A);-8.842805;42.80187
Bergondo;-8.233334;43.31667
Betanzos;-8.211315;43.28106
Boimorto;-8.127;43.008
Boiro;-8.9;42.65
Boqueixón;-8.417;42.817
Brión;-8.678;42.867
Cabana de Bergantiños;-8.98;43.21917
Cabanas;-8.16521;43.41724
Camariñas;-9.184929;43.12862
Cambre;-8.34498;43.29416
Capela (A);-8.792709;42.69293
Carballo;-8.691041;43.21217
Cariño;-7.877766;43.73265
Carnota;-9.0871;42.82107
Carral;-8.355897;43.2297
Cedeira;-8.05547;43.66142
Cee;-9.18975;42.95541
Cerceda;-8.473271;43.16024
Cerdido;-7.994961;43.62384
Cesuras;-8.197223;43.17367
Coirós;-8.164351;43.25033
Corcubión;-9.19431;42.94464
Coristanco;-8.760949;43.19048
Coruña (A);-8.395835;43.37087
Culleredo;-8.384923;43.31584
Curtis;-8.146308;43.12437
Dodro;-8.714723;42.7175
Dumbría;-9.11521;43.00933
Fene;-8.165961;43.47521
Ferrol;-8.222509;43.48839
Fisterra;-9.264338;42.90507
Frades;-8.277223;43.04
Irixoa;-8.058925;43.28474
Laracha (A);-8.584469;43.25232
Laxe;-9.005163;43.21975
Lousame;-8.846885;42.75896
Malpica de Bergantiños;-8.809312;43.32416
Mañón;-7.685581;43.7692
Mazaricos;-8.992199;42.93893
Melide;-8.014727;42.91393
Mesía;-8.244491;43.11592
Miño;-8.206388;43.3475
Moeche;-7.991225;43.55053
Monfero;-8.054685;43.32491
Mugardos;-8.253842;43.46075
Muros;-9.057509;42.77432
Muxía;-9.218463;43.10466
Narón;-8.180766;43.53705
Neda;-8.156269;43.50128
Negreira;-8.736245;42.90954
Noia;-8.888309;42.78525
Oleiros;-8.313619;43.3335
Ordes;-8.407746;43.07674
Oroso;-8.434846;42.99442
Ortigueira;-7.851941;43.68634
Outes;-8.926455;42.85127
Oza dos Ríos;-8.186943;43.21533
Paderne;-8.176355;43.28677
Padrón;-8.660538;42.73898
Pino (O);-8.313807;42.98462
Pobra do Caramiñal (A);-8.938943;42.6033
Ponteceso;-8.900965;43.24269
Pontedeume;-8.152691;43.40258
Pontes de García Rodríguez (As);-7.849446;43.44582
Porto do Son;-9.006695;42.72468
Rianxo;-8.81842;42.65199
Ribeira;-9.023945;42.57627
Rois;-8.706309;42.76181
Sada;-8.254611;43.35093
San Sadurniño;-8.054992;43.56245
Santa Comba;-8.814226;43.0477
Santiago de Compostela;-8.546304;42.88045
Santiso;-8.05;42.85
Sobrado;-8.027381;43.042
Somozas (As);-7.924339;43.53605
Teo;-8.586169;42.80227
Toques;-7.988449;42.96787
Tordoia;-8.56;43.088
Touro;-8.306829;42.86709
Trazo;-8.533333;43.01667
Val do Dubra;-8.638333;43.0225
Valdoviño;-8.133056;43.6
Vedra;-8.467377;42.78234
Vilarmaior;-8.15395;43.34461
Vilasantar;-8.1;43.06667
Vimianzo;-9.033895;43.1103
Zas;-8.916149;43.09975
Abadín;-7.483333;43.36666
Alfoz;-7.414435;43.52817
Antas de Ulla;-7.891078;42.78225
Baleira;-7.239167;43.00167
Baralla;-7.253127;42.89286
Barreiros;-7.233333;43.53333
Becerreá;-7.162147;42.85341
Begonte;-7.680204;43.14534
Bóveda;-7.479327;42.62622
Burela;-7.363514;43.65594
Carballedo;-7.833333;42.51667
Castro de Rei;-7.400369;43.20859
Castroverde;-7.327102;43.03097
Cervantes;-7.060073;42.86984
Cervo;-7.44769;43.68209
Chantada;-7.773468;42.60867
Corgo (O);-7.415542;42.93829
Cospeito;-7.558825;43.23597
Folgoso do Courel;-7.195468;42.58882
Fonsagrada (A);-7.06791;43.12375
Foz;-7.25667;43.56639
Friol;-7.79354;43.02889
Guitiriz;-7.900185;43.18174
Guntín;-7.697222;42.88778
Incio (O);-7.33;42.64861
Láncara;-7.348236;42.86206
Lourenzá;-7.297891;43.4711
Lugo;-7.555851;43.01208
Meira;-7.294944;43.2131
Mondoñedo;-7.362851;43.4281
Monforte de Lemos;-7.510688;42.5185
Monterroso;-7.836526;42.79319
Muras;-7.723003;43.46788
Navia de Suarna;-7.003865;42.96486
Negueira de Muñiz;-6.893023;43.13335
Nogais (As);-7.109268;42.80933
Ourol;-7.636109;43.55678
Outeiro de Rei;-7.615168;43.10213
Palas de Rei;-7.868907;42.87424
Pantón;-7.6;42.51667
Paradela;-7.6;42.76667
Páramo (O);-7.535555;42.8396
Pastoriza (A);-7.351371;43.30063
Pedrafita do Cebreiro;-7.021226;42.72624
Pobra do Brollón (A);-7.392418;42.55704
Pol;-7.330053;43.15272
Pontenova (A);-7.192536;43.34803
Portomarín;-7.615518;42.80775
Quiroga;-7.271719;42.47597
Rábade;-7.621819;43.12088
Ribadeo;-7.043029;43.53735
Ribas de Sil;-7.297662;42.44611
Ribeira de Piquín;-7.189803;43.19055
Riotorto;-7.254445;43.35972
Samos;-7.325293;42.73054
Sarria;-7.414474;42.77766
Saviñao (O);-7.654811;42.64709
Sober;-7.586344;42.46107
Taboada;-7.762904;42.71615
Trabada;-7.194592;43.44833
Triacastela;-7.240443;42.75665
Valadouro (O);-7.459773;43.56673
Vicedo (O);-7.672058;43.73336
Vilalba;-7.684412;43.29541
Viveiro;-7.594532;43.66143
Xermade;-7.813554;43.35552
Xove;-7.512421;43.68557
Allariz;-7.801597;42.19012
Amoeiro;-7.954321;42.40992
Arnoia (A);-8.133056;42.25028
Avión;-8.250866;42.37632
Baltar;-7.716806;41.94975
Bande;-7.976335;42.03019
Baños de Molgas;-7.672231;42.24161
Barbadás;-7.887585;42.29916
Barco de Valdeorras (O);-6.98196;42.41542
Beade;-8.145673;42.33477
Beariz;-8.273106;42.4678
Blancos (Os);-7.752397;41.99734
Boborás;-8.142965;42.43336
Bola (A);-7.915448;42.152
Bolo (O);-8.006111;42.4406
Calvos de Randín;-7.897644;41.94423
Carballeda de Avia;-8.164418;42.32087
Carballeda de Valdeorras;-6.880474;42.37857
Carballiño (O);-8.077559;42.42981
Cartelle;-8.070292;42.24883
Castrelo de Miño;-8.116667;42.28333
Castrelo do Val;-7.42577;41.9929
Castro Caldelas;-7.411907;42.37637
Celanova;-7.958191;42.15223
Cenlle;-8.087995;42.34312
Chandrexa de Queixa;-7.379771;42.26029
Coles;-7.836892;42.40143
Cortegada;-8.169045;42.20771
Cualedro;-7.595024;41.99015
Entrimo;-8.116667;41.93333
Esgos;-7.695685;42.32457
Gomesende;-8.103775;42.16586
Gudiña (A);-7.138263;42.06117
Irixo (O);-8.107206;42.52346
Larouco;-7.159348;42.34745
Laza;-7.461647;42.06162
Leiro;-8.123707;42.36928
Lobeira;-8.043056;41.99889
Lobios;-8.068343;41.89356
Maceda;-7.650074;42.27217
Manzaneda;-7.235425;42.31055
Maside;-8.025622;42.41143
Melón;-8.217762;42.25759
Merca (A);-7.904709;42.22276
Mezquita (A);-7.04605;42.00964
Montederramo;-7.502669;42.27694
Monterrei;-7.449487;41.94715
Muíños;-7.985605;41.95426
Nogueira de Ramuín;-7.726115;42.41308
Oímbra;-7.47204;41.88543
Ourense;-7.864641;42.34001
Paderne de Allariz;-7.745833;42.2775
Padrenda;-8.15;42.13334
Parada de Sil;-7.568525;42.38281
Pereiro de Aguiar (O);-7.801086;42.34643
Peroxa (A);-7.795459;42.43982
Petín;-7.125877;42.38257
Piñor;-8.004752;42.49816
Pobra de Trives (A);-7.2539;42.33931
Pontedeva;-8.139167;42.16861
Porqueira;-7.839515;42.01787
Punxín;-8.011945;42.37028
Quintela de Leirado;-8.102153;42.13896
Rairiz de Veiga;-7.833268;42.08272
Ramirás;-8.022355;42.18779
Ribadavia;-8.143497;42.28755
Riós;-7.282634;41.97426
Rúa (A);-7.120533;42.39249
Rubiá;-6.948192;42.44963
San Amaro;-8.071692;42.37314
San Cibrao das Viñas;-7.873343;42.29727
San Cristovo de Cea;-7.985322;42.4728
San Xoán de Río;-7.29888;42.3706
Sandiás;-7.756991;42.11305
Sarreaus;-7.603325;42.08629
Taboadela;-7.825325;42.2409
Teixeira (A);-7.266197;42.38874
Toén;-7.954854;42.31652
Trasmiras;-7.616568;42.02463
Veiga (A);-7.02599;42.2506
Verea;-7.95;42.1
Verín;-7.439122;41.94045
Viana do Bolo;-7.112754;42.17919
Vilamarín;-7.892807;42.46451
Vilamartín de Valdeorras;-7.059831;42.41521
Vilar de Barrio;-7.612335;42.16056
Vilar de Santos;-7.794695;42.0871
Vilardevós;-7.314034;41.90748
Vilariño de Conso;-7.171638;42.17825
Xinzo de Limia;-7.724412;42.06366
Xunqueira de Ambía;-7.734962;42.20422
Xunqueira de Espadanedo;-7.629323;42.31957
Agolada;-8.019424;42.76227
Arbo;-8.319313;42.1145
Baiona;-8.84958;42.11809
Barro;-8.647223;42.525
Bueu;-8.790135;42.31977
Caldas de Reis;-8.643308;42.6055
Cambados;-8.812893;42.5138
Campo Lameiro;-8.542778;42.54222
Cangas;-8.782845;42.26471
Cañiza (A);-8.27567;42.21304
Catoira;-8.722511;42.66665
Cerdedo;-8.391931;42.53204
Cotobade;-8.466667;42.46667
Covelo;-8.363334;42.23195
Crecente;-8.223059;42.15374
Cuntis;-8.563463;42.63263
Dozón;-8.04944;42.57058
Estrada (A);-8.491302;42.68958
Forcarei;-8.350904;42.59233
Fornelos de Montes;-8.453166;42.34055
Gondomar;-8.761466;42.11078
Grove (O);-8.865339;42.49366
Guarda (A);-8.873672;41.90252
Illa de Arousa (A);-8.873684;42.56406
Lalín;-8.110957;42.66137
Lama (A);-8.302681;42.11277
Marín;-8.699853;42.39147
Meaño;-8.783333;42.45
Meis;-8.7;42.51667
Moaña;-8.749413;42.28551
Mondariz;-8.455334;42.23425
Mondariz-Balneario;-8.465821;42.22697
Moraña;-8.560328;42.56186
Mos;-8.654388;42.19545
Neves (As);-8.415079;42.08818
Nigrán;-8.807062;42.1452
Oia;-8.875215;42.00307
Pazos de Borbén;-8.531596;42.29383
Poio;-8.715083;42.44446
Ponte Caldelas;-8.503109;42.38924
Ponteareas;-8.502382;42.17637
Pontecesures;-8.65;42.71667
Pontevedra;-8.648053;42.43362
Porriño (O);-8.619299;42.16036
Portas;-8.666667;42.58333
Redondela;-8.607425;42.28379
Ribadumia;-8.757588;42.51466
Rodeiro;-7.949817;42.64951
Rosal (O);-8.83549;41.93539
Salceda de Caselas;-8.558377;42.10196
Salvaterra de Miño;-8.499002;42.08197
Sanxenxo;-8.806928;42.39948
Silleda;-8.248382;42.69791
Soutomaior;-8.567;42.333
Tomiño;-8.745583;41.98744
Tui;-8.643768;42.04621
Valga;-8.639425;42.69431
Vigo;-8.712447;42.23136
Vila de Cruces;-8.170012;42.79403
Vilaboa;-8.646326;42.34724
Vilagarcía de Arousa;-8.765963;42.59387
Vilanova de Arousa;-8.82772;42.56221
Alaior;4.139987;39.93064
Alaró;2.790548;39.70685
Alcúdia;3.122027;39.85231
Algaida;2.892573;39.55969
Andratx;2.421365;39.5708
Ariany;3.11086;39.64943
Artà;3.349073;39.69215
Banyalbufar;2.513457;39.68718
Binissalem;2.847511;39.68446
Búger;2.985579;39.75927
Bunyola;2.699386;39.69663
Calvià;2.504216;39.56524
Campanet;2.965845;39.77475
Campos;3.021843;39.42727
Capdepera;3.435561;39.70133
Castell (Es);4.289603;39.8776
Ciutadella de Menorca;3.839262;40.00232
Consell;2.816188;39.67012
Costitx;2.949179;39.65622
Deyá;2.649177;39.74844
Eivissa;1.432378;38.90886
Escorca;2.869478;39.8211
Esporles;2.57915;39.66946
Estellencs;2.481678;39.65333
Felanitx;3.148028;39.46876
Ferreries;4.010968;39.98328
Formentera;1.453135;38.6964
Fornalutx;2.741559;39.7826
Inca;2.915544;39.71875
Lloret de Vistalegre;2.974723;39.61689
Lloseta;2.864577;39.71799
Llubí;3.004657;39.70045
Llucmajor;2.89485;39.48591
Manacor;3.20142;39.57434
Mancor de la Vall;2.873395;39.75063
Maó;4.264211;39.88961
Maria de la Salut;3.076207;39.67049
Marratxí;2.752193;39.64213
Mercadal (Es);4.093808;39.99089
Migjorn Gran (Es);4.049105;39.94633
Montuïri;2.984617;39.57029
Muro;3.053606;39.73408
Palma;2.649966;39.56951
Petra;3.112162;39.6091
Pobla (Sa);3.016888;39.77052
Pollença;3.017193;39.87775
Porreres;3.023831;39.51733
Puigpunyent;2.527614;39.62405
Salines (Ses);3.051014;39.339
Sant Antoni de Portmany;1.306587;38.98012
Sant Joan;3.039554;39.59594
Sant Joan de Labritja;1.51227;39.07785
Sant Josep de sa Talaia;1.293443;38.92173
Sant Llorenç des Cardassar;3.284748;39.60896
Sant Lluís;4.259394;39.85266
Santa Eugènia;2.839166;39.62394
Santa Eulalia del Río;1.530198;38.98257
Santa Margalida;3.103551;39.70306
Santa María del Camí;2.776213;39.6468
Santanyí;3.127745;39.35489
Selva;2.90122;39.75464
Sencelles;2.896189;39.64624
Sineu;3.010996;39.64284
Sóller;2.714238;39.76583
Son Servera;3.356735;39.62423
Valldemossa;2.622538;39.71176
Vilafranca de Bonany;3.084015;39.56957
Ábalos;-2.710933;42.57265
Agoncillo;-2.290619;42.44667
Aguilar del Río Alhama;-1.994517;41.9618
Ajamil de Cameros;-2.486093;42.16764
Albelda de Iregua;-2.473416;42.35826
Alberite;-2.440523;42.40607
Alcanadre;-2.118423;42.40578
Aldeanueva de Ebro;-1.887112;42.2292
Alesanco;-2.8169;42.41421
Alesón;-2.690376;42.40511
Alfaro;-1.749326;42.17858
Almarza de Cameros;-2.598178;42.21799
Anguciana;-2.908328;42.57567
Anguiano;-2.764917;42.26134
Arenzana de Abajo;-2.7191;42.3866
Arenzana de Arriba;-2.69415;42.3876
Arnedillo;-2.235894;42.2122
Arnedo;-2.100014;42.22784
Arrúbal;-2.25173;42.43536
Ausejo;-2.169606;42.34546
Autol;-2.006565;42.21553
Azofra;-2.800831;42.42418
Badarán;-2.808181;42.3673
Bañares;-2.911659;42.46864
Baños de Río Tobía;-2.761148;42.33489
Baños de Rioja;-2.945273;42.51219
Berceo;-2.852499;42.33819
Bergasa;-2.132939;42.25214
Bergasillas Bajera;-2.158813;42.24489
Bezares;-2.670013;42.37076
Bobadilla;-2.759309;42.31765
Brieva de Cameros;-2.800397;42.16628
Briñas;-2.830334;42.60185
Briones;-2.785056;42.54424
Cabezón de Cameros;-2.51906;42.19762
Calahorra;-1.965034;42.30372
Camprovín;-2.722103;42.35464
Canales de la Sierra;-3.024993;42.14049
Cañas;-2.846487;42.39169
Canillas de Río Tuerto;-2.841517;42.39923
Cárdenas;-2.767255;42.37424
Casalarreina;-2.913199;42.54792
Castañares de Rioja;-2.931715;42.5118
Castroviejo;-2.661105;42.33028
Cellorigo;-2.99873;42.62777
Cenicero;-2.641844;42.48131
Cervera del Río Alhama;-1.95191;42.00699
Cidamón;-2.879802;42.49515
Cihuri;-2.9222;42.56455
Cirueña;-2.895997;42.41072
Clavijo;-2.425871;42.34995
Cordovín;-2.814371;42.38482
Corera;-2.219425;42.34285
Cornago;-2.093088;42.06551
Corporales;-2.994002;42.43361
Cuzcurrita de Río Tirón;-2.963024;42.54151
Daroca de Rioja;-2.58142;42.37144
Enciso;-2.269399;42.14893
Entrena;-2.530942;42.38834
Estollo;-2.850387;42.32934
Ezcaray;-3.013395;42.32673
Foncea;-3.038363;42.61551
Fonzaleche;-3.011809;42.58122
Fuenmayor;-2.562578;42.467
Galbárruli;-2.961143;42.62254
Galilea;-2.235826;42.34824
Gallinero de Cameros;-2.617937;42.17146
Gimileo;-2.82106;42.5504
Grañón;-3.026787;42.45045
Grávalos;-2.001227;42.10866
Haro;-2.846298;42.57721
Herce;-2.164783;42.21436
Herramélluri;-3.019801;42.50209
Hervías;-2.885615;42.4481
Hormilla;-2.774394;42.43786
Hormilleja;-2.730995;42.45579
Hornillos de Cameros;-2.419479;42.21006
Hornos de Moncalvillo;-2.585274;42.39176
Huércanos;-2.694138;42.4291
Igea;-2.010171;42.07071
Jalón de Cameros;-2.488461;42.21824
Laguna de Cameros;-2.542447;42.1751
Lagunilla del Jubera;-2.320709;42.33369
Lardero;-2.461432;42.42645
Ledesma de la Cogolla;-2.720068;42.3204
Leiva;-3.046514;42.50365
Leza de Río Leza;-2.405732;42.32795
Logroño;-2.449995;42.46577
Lumbreras;-2.62399;42.105
Manjarrés;-2.67522;42.3926
Mansilla de la Sierra;-2.945217;42.15337
Manzanares de Rioja;-2.895233;42.39614
Matute;-2.795419;42.29838
Medrano;-2.55403;42.38266
Munilla;-2.295301;42.18866
Murillo de Río Leza;-2.324659;42.40302
Muro de Aguas;-2.109735;42.13338
Muro en Cameros;-2.528894;42.22531
Nájera;-2.734324;42.41604
Nalda;-2.486961;42.33414
Navajún;-2.098725;41.96408
Navarrete;-2.564667;42.43074
Nestares;-2.61939;42.26964
Nieva de Cameros;-2.667628;42.21777
Ochánduri;-3.003631;42.52465
Ocón;-2.244663;42.29795
Ojacastro;-3.005141;42.34657
Ollauri;-2.833227;42.54215
Ortigosa de Cameros;-2.705041;42.17596
Pazuengos;-2.925584;42.31839
Pedroso;-2.716667;42.03333
Pinillos;-2.596651;42.19918
Pradejón;-2.068308;42.33448
Pradillo;-2.640748;42.17748
Préjano;-2.179706;42.18618
Quel;-2.049811;42.22894
Rabanera;-2.486754;42.18958
Rasillo de Cameros (El);-2.69815;42.19453
Redal (El);-2.201439;42.33796
Ribafrecha;-2.387509;42.35477
Rincón de Soto;-1.850801;42.23453
Robres del Castillo;-2.292233;42.27408
Rodezno;-2.845027;42.5257
Sajazarra;-2.961486;42.5884
San Asensio;-2.748897;42.49755
San Millán de la Cogolla;-2.861402;42.329
San Millán de Yécora;-3.096873;42.54663
San Román de Cameros;-2.473908;42.23228
San Torcuato;-2.890032;42.48249
San Vicente de la Sonsierra;-2.759273;42.56242
Santa Coloma;-2.655694;42.36699
Santa Engracia del Jubera;-2.292164;42.30088
Santa Eulalia Bajera;-2.191216;42.2103
Santo Domingo de la Calzada;-2.95259;42.44199
Santurde de Rioja;-2.980024;42.38959
Santurdejo;-2.954972;42.37824
Sojuela;-2.545047;42.37001
Sorzano;-2.528136;42.34253
Sotés;-2.602225;42.40012
Soto en Cameros;-2.424889;42.28662
Terroba;-2.443991;42.25843
Tirgo;-2.948646;42.54567
Tobía;-2.815388;42.29815
Tormantos;-3.074003;42.49433
