Name;Longitude;Latitude
Castejón de Henares;-2.787492;40.93677
Castellar de la Muela;-1.758944;40.81917
Castilforte;-2.432781;40.55718
Castilnuevo;-1.858173;40.81361
Cendejas de Enmedio;-2.872613;40.9825
Cendejas de la Torre;-2.849378;40.979
Centenera;-3.053849;40.65305
Checa;-1.789798;40.58671
Chequilla;-1.827446;40.60582
Chillarón del Rey;-2.690925;40.59719
Chiloeches;-3.162585;40.573
Cifuentes;-2.622788;40.78657
Cincovillas;-2.818308;41.20544
Ciruelas;-3.089445;40.75227
Ciruelos del Pinar;-2.220331;41.00797
Cobeta;-2.142655;40.8659
Cogollor;-2.743719;40.84876
Cogolludo;-3.088776;40.94699
Condemios de Abajo;-3.107607;41.21896
Condemios de Arriba;-3.125767;41.2176
Congostrina;-2.985459;41.03795
Copernal;-3.057492;40.86701
Corduente;-1.978584;40.8428
Cubillo de Uceda (El);-3.403089;40.82448
Driebes;-3.041812;40.2453
Durón;-2.726496;40.624
Embid;-1.711967;40.97253
Escamilla;-2.562215;40.54925
Escariche;-3.05637;40.40807
Escopete;-3.007774;40.4154
Espinosa de Henares;-3.073498;40.90396
Esplegares;-2.370212;40.85608
Establés;-2.024187;41.00653
Estriégana;-2.523945;41.05771
Fontanar;-3.177209;40.72714
Fuembellida;-1.99897;40.75549
Fuencemillán;-3.100931;40.92276
Fuentelahiguera de Albatages;-3.30959;40.78633
Fuentelencina;-2.880722;40.51715
Fuentelsaz;-1.830627;41.0742
Fuentelviejo;-2.983674;40.52599
Fuentenovilla;-3.094111;40.36467
Gajanejos;-2.892307;40.84064
Galápagos;-3.338467;40.69532
Galve de Sorbe;-3.183245;41.22248
Gascueña de Bornova;-3.019817;41.14193
Guadalajara;-3.166493;40.62981
Henche;-2.707037;40.71437
Heras de Ayuso;-3.098835;40.791
Herrería;-1.960182;40.88811
Hiendelaencina;-3.003786;41.08424
Hijes;-2.999697;41.25117
Hita;-3.049552;40.82486
Hombrados;-1.685385;40.80139
Hontoba;-3.041634;40.45571
Horche;-3.061644;40.5683
Hortezuela de Océn;-2.415771;40.95222
Huerce (La);-3.16995;41.15318
Huérmeces del Cerro;-2.796326;41.05323
Huertahernando;-2.286627;40.82372
Hueva;-2.960818;40.46245
Humanes;-3.155397;40.82745
Illana;-2.910629;40.18337
Iniéstola;-2.370169;40.99371
Inviernas (Las);-2.66889;40.87207
Irueste;-2.890399;40.61166
Jadraque;-2.925027;40.92616
Jirueque;-2.902856;40.96425
Ledanca;-2.843731;40.86851
Loranca de Tajuña;-3.113948;40.4469
Lupiana;-3.054468;40.61021
Luzaga;-2.445606;40.97256
Luzón;-2.277313;41.02659
Majaelrayo;-3.299494;41.11357
Málaga del Fresno;-3.247577;40.78782
Malaguilla;-3.257045;40.82191
Mandayona;-2.750973;40.95653
Mantiel;-2.662719;40.61952
Maranchón;-2.20504;41.04764
Marchamalo;-3.200962;40.66821
Masegoso de Tajuña;-2.697101;40.82501
Matarrubia;-3.291975;40.86689
Matillas;-2.842353;40.95211
Mazarete;-2.159138;41.00115
Mazuecos;-3.012189;40.26217
Medranda;-2.936468;40.98389
Megina;-1.869626;40.63909
Membrillera;-2.978674;40.94657
Miedes de Atienza;-2.964246;41.2667
Mierla (La);-3.23648;40.93756
Millana;-2.570991;40.5075
Milmarcos;-1.876277;41.08623
Miñosa (La);-2.93149;41.17905
Mirabueno;-2.725224;40.9441
Miralrío;-2.941914;40.88813
Mochales;-2.014944;41.09599
Mohernando;-3.173942;40.80423
Molina de Aragón;-1.882801;40.84282
Monasterio;-3.097235;40.98498
Mondéjar;-3.115048;40.32302
Montarrón;-3.116191;40.91029
Moratilla de los Meleros;-2.9426;40.50256
Morenilla;-1.707366;40.78625
Muduex;-2.958514;40.83027
Navas de Jadraque (Las);-3.088184;41.10451
Negredo;-2.858656;41.02698
Ocentejo;-2.39799;40.77166
Olivar (El);-2.750611;40.6064
Olmeda de Cobeta;-2.182858;40.85934
Olmeda de Jadraque (La);-2.740615;41.1263
Ordial (El);-3.114783;41.1282
Orea;-1.727038;40.5575
Pálmaces de Jadraque;-2.910686;41.05605
Pardos;-1.925148;40.94779
Paredes de Sigüenza;-2.733836;41.24327
Pareja;-2.650441;40.55681
Pastrana;-2.922605;40.41794
Pedregal (El);-1.570737;40.78004
Peñalén;-2.069259;40.66584
Peñalver;-2.888909;40.57995
Peralejos de las Truchas;-1.909166;40.59257
Peralveche;-2.449482;40.61066
Pinilla de Jadraque;-2.943015;41.02031
Pinilla de Molina;-1.880445;40.6802
Pioz;-3.175737;40.46357
Piqueras;-1.72177;40.66349
Pobo de Dueñas (El);-1.649238;40.7777
Poveda de la Sierra;-2.02876;40.6428
Pozo de Almoguera;-3.029402;40.34271
Pozo de Guadalajara;-3.182096;40.49506
Prádena de Atienza;-3.006566;41.17169
Prados Redondos;-1.794369;40.78471
Puebla de Beleña;-3.2195;40.8895
Puebla de Valles;-3.30298;40.92715
Quer;-3.277798;40.60794
Rebollosa de Jadraque;-2.841893;41.08976
Recuenco (El);-2.339749;40.61627
Renera;-3.016147;40.49182
Retiendas;-3.275091;40.97091
Riba de Saelices;-2.297112;40.91217
Rillo de Gallo;-1.937551;40.86625
Riofrío del Llano;-2.824648;41.13782
Robledillo de Mohernando;-3.234747;40.854
Robledo de Corpes;-2.950481;41.11815
Romanillos de Atienza;-2.895931;41.27492
Romanones;-2.992985;40.57064
Rueda de la Sierra;-1.854492;40.91821
Sacecorbo;-2.417238;40.8327
Sacedón;-2.733063;40.48108
Saelices de la Sal;-2.324149;40.90611
Salmerón;-2.494124;40.54482
San Andrés del Congosto;-3.026757;40.99974
San Andrés del Rey;-2.81983;40.63803
Santiuste;-2.809056;41.08461
Saúca;-2.529474;41.03068
Sayatón;-2.851431;40.37673
Selas;-2.103191;40.95123
Semillas;-3.118647;41.05933
Setiles;-1.618372;40.73423
Sienes;-2.653532;41.2002
Sigüenza;-2.642236;41.0696
Solanillos del Extremo;-2.698229;40.75076
Somolinos;-3.059833;41.24626
Sotillo (El);-2.633242;40.88125
Sotodosos;-2.391471;40.92291
Tamajón;-3.248884;41.00044
Taragudo;-3.080854;40.82277
Taravilla;-1.96769;40.69765
Tartanedo;-1.925651;40.9934
Tendilla;-2.958995;40.54422
Terzaga;-1.903321;40.6949
Tierzo;-1.93057;40.74915
Toba (La);-2.981962;41.00427
Tordellego;-1.669642;40.72094
Tordelrábano;-2.757938;41.21893
Tordesilos;-1.593102;40.6705
Torija;-3.030298;40.74407
Torre del Burgo;-3.079441;40.79575
Torrecuadrada de Molina;-1.806776;40.74963
Torrecuadradilla;-2.531623;40.85292
Torrejón del Rey;-3.337636;40.64526
Torremocha de Jadraque;-2.89966;41.01921
Torremocha del Campo;-2.61857;40.97788
Torremocha del Pinar;-2.045764;40.88856
Torremochuela;-1.841357;40.76517
Torrubia;-1.900333;40.96577
Tórtola de Henares;-3.126269;40.70661
Tortuera;-1.798782;40.9715
Tortuero;-3.354188;40.93563
Traíd;-1.809895;40.66844
Trijueque;-2.995797;40.77686
Trillo;-2.593588;40.70134
Uceda;-3.461408;40.84321
Ujados;-3.005702;41.2352
Utande;-2.928168;40.84823
Valdarachas;-3.126242;40.51648
Valdearenas;-2.991395;40.80917
Valdeavellano;-2.969261;40.66508
Valdeaveruelo;-3.315817;40.63712
Valdeconcha;-2.875932;40.45654
Valdegrudas;-3.016062;40.71348
Valdelcubo;-2.675309;41.22595
Valdenuño Fernández;-3.378795;40.7637
Valdepeñas de la Sierra;-3.387443;40.90821
Valderrebollo;-2.729513;40.8103
Valdesotos;-3.328386;40.95744
Valfermoso de Tajuña;-2.953815;40.61958
Valhermoso;-1.961115;40.78606
Valtablado del Río;-2.401744;40.71436
Valverde de los Arroyos;-3.233801;41.1294
Viana de Jadraque;-2.768869;41.02615
Villanueva de Alcorón;-2.252745;40.67927
Villanueva de Argecilla;-2.914652;40.90212
Villanueva de la Torre;-3.302191;40.58433
Villares de Jadraque;-3.025622;41.10213
Villaseca de Henares;-2.798212;40.96057
Villaseca de Uceda;-3.352177;40.82005
Villel de Mesa;-1.989027;41.12617
Viñuelas;-3.34408;40.79491
Yebes;-3.111498;40.53356
Yebra;-2.965323;40.35676
Yélamos de Abajo;-2.856008;40.63065
Yélamos de Arriba;-2.843132;40.63964
Yunquera de Henares;-3.165951;40.75522
Yunta (La);-1.683895;40.91481
Zaorejas;-2.202039;40.76192
Zarzuela de Jadraque;-3.042809;41.06753
Zorita de los Canes;-2.888904;40.33144
Ajofrín;-3.982614;39.71251
Alameda de la Sagra;-3.796505;40.01226
Albarreal de Tajo;-4.227978;39.89769
Alcabón;-4.369076;40.00249
Alcañizo;-5.105713;39.90467
Alcaudete de la Jara;-4.870331;39.79322
Alcolea de Tajo;-5.149076;39.80831
Aldea en Cabo;-4.455605;40.18369
Aldeanueva de Barbarroya;-5.019921;39.76223
Aldeanueva de San Bartolomé;-5.111573;39.63668
Almendral de la Cañada;-4.739292;40.18548
Almonacid de Toledo;-3.85209;39.75468
Almorox;-4.391364;40.23307
Añover de Tajo;-3.764771;39.98945
Arcicóllar;-4.117677;40.05508
Argés;-4.057286;39.80597
Azután;-5.127171;39.78576
Barcience;-4.233763;39.98309
Bargas;-4.01897;39.94163
Belvís de la Jara;-4.949282;39.76008
Borox;-3.740191;40.06972
Buenaventura;-4.849428;40.17628
Burguillos de Toledo;-3.992624;39.79657
Burujón;-4.298384;39.90132
Cabañas de la Sagra;-3.947354;40.00811
Cabañas de Yepes;-3.53536;39.88974
Cabezamesada;-3.102188;39.81621
Calera y Chozas;-4.978609;39.88144
Caleruela;-5.255383;39.8748
Calzada de Oropesa;-5.278959;39.89803
Camarena;-4.119881;40.09217
Camarenilla;-4.074731;40.01769
Campillo de la Jara (El);-5.054873;39.58957
Camuñas;-3.459021;39.42896
Cardiel de los Montes;-4.656812;40.06345
Carmena;-4.401387;39.95778
Carpio de Tajo (El);-4.45466;39.88752
Carranque;-3.901091;40.1697
Carriches;-4.456778;39.96407
Casar de Escalona (El);-4.523818;40.04669
Casarrubios del Monte;-4.0358;40.18575
Casasbuenas;-4.12657;39.76075
Castillo de Bayuela;-4.685131;40.10114
Cazalegas;-4.67746;40.01085
Cebolla;-4.569388;39.9479
Cedillo del Condado;-3.922378;40.1137
Cerralbos (Los);-4.568843;39.9848
Cervera de los Montes;-4.810708;40.05247
Chozas de Canales;-4.041364;40.09974
Chueca;-3.942378;39.7324
Ciruelos;-3.61703;39.93629
Cobeja;-3.857;40.02474
Cobisa;-4.024558;39.80434
Consuegra;-3.60672;39.46046
Corral de Almaguer;-3.166829;39.76015
Cuerva;-4.211058;39.66404
Domingo Pérez;-4.505118;39.97594
Dosbarrios;-3.476729;39.88408
Erustes;-4.497182;39.95658
Escalona;-4.403674;40.1686
Escalonilla;-4.348843;39.92519
Espinoso del Rey;-4.783727;39.65293
Esquivias;-3.77008;40.10413
Estrella (La);-5.093503;39.68958
Fuensalida;-4.209178;40.05297
Gálvez;-4.274498;39.70341
Garciotum;-4.645718;40.09929
Gerindote;-4.303091;39.96661
Guadamur;-4.147479;39.81336
Guardia (La);-3.477073;39.78557
Herencias (Las);-4.920238;39.86949
Herreruela de Oropesa;-5.242633;39.8897
Hinojosa de San Vicente;-4.724235;40.10402
Hontanar;-4.49834;39.6122
Hormigos;-4.445142;40.09836
Huecas;-4.195808;40.01184
Huerta de Valdecarábanos;-3.611917;39.86433
Iglesuela (La);-4.750336;40.23342
Illán de Vacas;-4.556459;39.97048
Illescas;-3.849206;40.12416
Lagartera;-5.20118;39.90598
Layos;-4.064173;39.77677
Lillo;-3.305534;39.72131
Lominchar;-3.96732;40.08976
Lucillos;-4.612792;39.98657
Madridejos;-3.523135;39.46688
Magán;-3.930584;39.95749
Malpica de Tajo;-4.546063;39.89419
Manzaneque;-3.791711;39.63566
Maqueda;-4.369346;40.06594
Marjaliza;-3.935732;39.56305
Marrupe;-4.793577;40.09016
Mascaraque;-3.81166;39.71626
Mata (La);-4.43835;39.94268
Mazarambroz;-4.021279;39.69421
Mejorada;-4.881894;40.01009
Menasalbas;-4.28475;39.64199
Méntrida;-4.190963;40.23759
Mesegar de Tajo;-4.502378;39.92544
Miguel Esteban;-3.075709;39.52595
Mocejón;-3.914589;39.93911
Mohedas de la Jara;-5.143276;39.60504
Montearagón;-4.632734;39.96447
Montesclaros;-4.938467;40.10761
Mora;-3.773487;39.68426
Nambroca;-3.943745;39.79691
Nava de Ricomalillo (La);-4.990208;39.65143
Navahermosa;-4.469614;39.63567
Navalcán;-5.092264;40.06983
Navalmoralejo;-5.142811;39.73903
Navalmorales (Los);-4.639593;39.72627
Navalucillos (Los);-4.642211;39.666
Navamorcuende;-4.785211;40.15771
Noblejas;-3.439631;39.98035
Noez;-4.184025;39.74052
Nombela;-4.502765;40.15645
Novés;-4.272139;40.04707
Numancia de la Sagra;-3.854127;40.07499
Nuño Gómez;-4.620405;40.11466
Ocaña;-3.499733;39.96031
Olías del Rey;-3.986718;39.94308
Ontígola;-3.572239;40.00346
Orgaz;-3.874646;39.64753
Oropesa;-5.173415;39.91914
Otero;-4.515163;40.00064
Palomeque;-3.963299;40.11916
Pantoja;-3.836551;40.0439
Paredes de Escalona;-4.428842;40.20581
Parrillas;-5.063858;40.06106
Pelahustán;-4.596936;40.17627
Pepino;-4.802787;40.03209
Polán;-4.1682;39.78912
Portillo de Toledo;-4.229168;40.0639
Puebla de Almoradiel (La);-3.118667;39.59846
Puebla de Montalbán (La);-4.358903;39.8645
Pueblanueva (La);-4.679905;39.91259
Puente del Arzobispo (El);-5.172055;39.80316
Puerto de San Vicente;-5.114378;39.52443
Pulgar;-4.152859;39.69444
Quero;-3.24591;39.50893
Quintanar de la Orden;-3.042736;39.59079
Quismondo;-4.324175;40.10527
Real de San Vicente (El);-4.690419;40.13696
Recas;-3.992467;40.05353
Retamoso de la Jara;-4.755482;39.74334
Rielves;-4.192946;39.96081
Robledo del Mazo;-4.90525;39.60931
Romeral (El);-3.431007;39.70677
San Bartolomé de las Abiertas;-4.717926;39.83086
San Martín de Montalbán;-4.389698;39.70229
San Martín de Pusa;-4.632938;39.7843
San Pablo de los Montes;-4.331608;39.53926
San Román de los Montes;-4.7318;40.0689
Santa Ana de Pusa;-4.715439;39.76367
Santa Cruz de la Zarza;-3.185218;39.98323
Santa Cruz del Retamar;-4.241545;40.11898
Santa Olalla;-4.428266;40.02426
Santo Domingo-Caudilla;-4.326;40.012
Sartajada;-4.791722;40.21156
Segurilla;-4.864883;40.0226
Seseña;-3.697418;40.10443
Sevilleja de la Jara;-4.962416;39.57607
Sonseca;-3.973744;39.67621
Sotillo de las Palomas;-4.82735;40.10486
Talavera de la Reina;-4.834432;39.9598
Tembleque;-3.503289;39.69833
Toboso (El);-2.99514;39.51261
Toledo;-4.024476;39.85678
Torralba de Oropesa;-5.15255;39.9325
Torre de Esteban Hambrán (La);-4.217501;40.16903
Torrecilla de la Jara;-4.771836;39.70379
Torrico;-5.227055;39.83018
Torrijos;-4.284419;39.98128
Totanés;-4.226097;39.71007
Turleque;-3.61375;39.60171
Ugena;-3.876736;40.15582
Urda;-3.716074;39.41178
Valdeverdeja;-5.246643;39.79899
Valmojado;-4.0909;40.20454
Velada;-4.979115;39.98071
Ventas con Peña Aguilera (Las);-4.230424;39.61103
Ventas de Retamosa (Las);-4.113943;40.15533
Ventas de San Julián (Las);-5.294204;40.00876
Villa de Don Fadrique (La);-3.2179;39.61808
Villacañas;-3.331701;39.62555
Villafranca de los Caballeros;-3.359463;39.42597
Villaluenga de la Sagra;-3.911721;40.02728
Villamiel de Toledo;-4.126972;39.98216
Villaminaya;-3.871097;39.71175
Villamuelas;-3.732577;39.81754
Villanueva de Alcardete;-3.012378;39.6734
Villanueva de Bogas;-3.657612;39.7242
Villarejo de Montalbán;-4.57295;39.76913
Villarrubia de Santiago;-3.368908;39.98702
Villaseca de la Sagra;-3.882071;39.96093
Villasequilla;-3.73029;39.87814
Villatobas;-3.32405;39.90173
Viso de San Juan (El);-3.920716;40.14274
Yébenes (Los);-3.870618;39.58142
Yeles;-3.805358;40.12237
Yepes;-3.622163;39.90262
Yuncler;-3.903411;40.04062
Yunclillos;-3.990554;40.02176
Yuncos;-3.875736;40.0842
Adanero;-4.606659;40.94591
Adrada (La);-4.634857;40.29935
Albornos;-4.881355;40.83842
Aldeanueva de Santa Cruz;-5.419435;40.38176
Aldeaseca;-4.817433;41.04952
Aldehuela (La);-4.763939;40.79458
Amavida;-5.066842;40.57338
Arenal (El);-5.087197;40.26487
Arenas de San Pedro;-5.091141;40.20872
Arevalillo;-5.370576;40.58731
Arévalo;-4.721681;41.06443
Aveinte;-4.837343;40.78237
Avellaneda;-5.388019;40.38853
Ávila;-4.700323;40.65642
Barco de Ávila (El);-5.523521;40.35711
Barraco (El);-4.638284;40.47881
Barromán;-4.931392;41.06509
Becedas;-5.634871;40.40503
Becedillas;-5.324924;40.53734
Bercial de Zapardiel;-4.969301;41.04642
Berlanas (Las);-4.760686;40.80299
Bernuy-Zapardiel;-4.943945;40.97598
Berrocalejo de Aragona;-4.594394;40.69409
Blascomillán;-5.088691;40.80138
Blasconuño de Matacabras;-4.990178;41.1234
Blascosancho;-4.635879;40.87781
Bohodón (El);-4.730068;40.91633
Bohoyo;-5.441185;40.31496
Bonilla de la Sierra;-5.264956;40.53089
Brabos;-4.937897;40.77847
Bularros;-4.865047;40.72449
Burgohondo;-4.786215;40.41368
Cabezas de Alambre;-4.842389;40.9404
Cabezas del Pozo;-4.955734;41.00153
Cabezas del Villar;-5.209755;40.71527
Cabizuela;-4.800335;40.90104
Canales;-4.900349;41.00328
Candeleda;-5.239784;40.15509
Cantiveros;-4.954445;40.9527
Cardeñosa;-4.745263;40.74177
Carrera (La);-5.554624;40.34768
Casas del Puerto;-5.198162;40.52906
Casasola;-4.826726;40.66874
Casavieja;-4.766778;40.28105
Casillas;-4.57237;40.32428
Castellanos de Zapardiel;-4.909803;41.08524
Cebreros;-4.464714;40.45507
Cepeda la Mora;-5.048178;40.45761
Chamartín;-4.958119;40.70156
Cillán;-4.978228;40.70498
Cisla;-5.012189;40.96485
Colilla (La);-4.766521;40.6473
Collado de Contreras;-4.927863;40.88665
Collado del Mirón;-5.353886;40.5528
Constanzana;-4.874399;40.93854
Crespos;-4.969728;40.87341
Cuevas del Valle;-5.010546;40.29244
Diego del Carpio;-5.340833;40.6625
Donjimeno;-4.845067;40.95966
Donvidas;-4.807941;41.08922
Espinosa de los Caballeros;-4.650817;41.00935
Flores de Ávila;-5.078152;40.93462
Fontiveros;-4.967885;40.9306
Fresnedilla;-4.621687;40.23157
Fresno (El);-4.757426;40.61371
Fuente el Saúz;-4.910458;40.97907
Fuentes de Año;-4.897614;41.01748
Gallegos de Altamiros;-4.899144;40.70929
Gallegos de Sobrinos;-5.111902;40.71639
Garganta del Villar;-5.105528;40.45007
Gavilanes;-4.851113;40.27752
Gemuño;-4.782099;40.59291
Gil García;-5.593304;40.29817
Gilbuena;-5.605305;40.41522
Gimialcón;-5.122354;40.87731
Gotarrendura;-4.739214;40.82674
Grandes y San Martín;-4.957851;40.75497
Guisando;-5.139702;40.22166
Gutierre-Muñoz;-4.638578;40.98325
Hernansancho;-4.729424;40.85752
Herradón de Pinares;-4.531389;40.57639
Herreros de Suso;-5.038302;40.80199
Higuera de las Dueñas;-4.601235;40.23775
Hija de Dios (La);-4.965749;40.53144
Horcajada (La);-5.466582;40.43745
Horcajo de las Torres;-5.090805;41.0651
Hornillo (El);-5.104175;40.24966
Hoyo de Pinares (El);-4.422359;40.50175
Hoyocasero;-4.975904;40.39886
Hoyorredondo;-5.409976;40.46219
Hoyos de Miguel Muñoz;-5.06712;40.39286
Hoyos del Collado;-5.201206;40.35938
Hoyos del Espino;-5.173525;40.35726
Hurtumpascual;-5.112507;40.69209
Junciana;-5.557674;40.41014
Langa;-4.859519;41.00771
Lanzahíta;-4.937142;40.20398
Llanos de Tormes (Los);-5.500204;40.32849
Losar del Barco (El);-5.539316;40.39238
Madrigal de las Altas Torres;-4.998767;41.08944
Maello;-4.5088;40.81118
Malpartida de Corneja;-5.351212;40.52113
Mamblas;-5.011209;41.01953
Mancera de Arriba;-5.147208;40.79102
Manjabálago;-5.076167;40.6643
Marlín;-4.829782;40.71137
Martiherrero;-4.781778;40.67412
Martínez;-5.348361;40.63086
Mediana de Voltoya;-4.563919;40.7007
Medinilla;-5.617625;40.43935
Mengamuñoz;-5.005374;40.50863
Mesegar de Corneja;-5.301532;40.50275
Mijares;-4.836677;40.29747
Mingorría;-4.665422;40.75072
Mirón (El);-5.405205;40.53179
Mironcillo;-4.825576;40.55497
Mirueña de los Infanzones;-5.090713;40.73749
Mombeltrán;-5.01777;40.25992
Monsalupe;-4.781026;40.76863
Moraleja de Matacabras;-4.957326;41.10721
Muñana;-5.014978;40.59051
Muñico;-5.026659;40.70657
Muñogalindo;-4.900547;40.6028
Muñogrande;-4.922052;40.82127
Muñomer del Peco;-4.880385;40.85851
Muñopepe;-4.818228;40.63546
Muñosancho;-5.035893;40.92184
Muñotello;-5.040777;40.54302
Narrillos del Álamo;-5.466862;40.56697
Narrillos del Rebollar;-4.964759;40.66433
Narros de Saldueña;-4.869534;40.87524
Narros del Castillo;-5.059597;40.85886
Narros del Puerto;-4.991971;40.54162
Nava de Arévalo;-4.775988;40.97843
Nava del Barco;-5.540213;40.29252
Navacepedilla de Corneja;-5.184513;40.48594
Navadijos;-5.08356;40.42566
Navaescurial;-5.277838;40.47199
Navahondilla;-4.495955;40.32642
Navalacruz;-4.932515;40.44016
Navalmoral;-4.7686;40.45965
Navalonguilla;-5.501873;40.27827
Navalosa;-4.931455;40.40134
Navalperal de Pinares;-4.410842;40.59454
Navalperal de Tormes;-5.300556;40.35288
Navaluenga;-4.707685;40.41096
Navaquesera;-4.908706;40.42503
Navarredonda de Gredos;-5.13352;40.36239
Navarredondilla;-4.821207;40.45349
Navarrevisca;-4.89544;40.36426
Navas del Marqués (Las);-4.326336;40.60316
Navatalgordo;-4.872152;40.41558
Navatejares;-5.530873;40.33571
Neila de San Miguel;-5.651734;40.42363
Niharra;-4.839691;40.5894
Ojos-Albos;-4.51648;40.7065
Orbita;-4.647501;40.99851
Oso (El);-4.770429;40.84169
Padiernos;-4.845123;40.6211
Pajares de Adaja;-4.64045;40.92365
Palacios de Goda;-4.783861;41.1171
Papatrigo;-4.834677;40.86782
Parral (El);-4.990441;40.7973
Pascualcobo;-5.276952;40.65711
Pedro-Rodríguez;-4.784845;40.93684
Pedro Bernardo;-4.914765;40.24287
Peguerinos;-4.232728;40.62729
Peñalba de Ávila;-4.747359;40.77176
Piedrahíta;-5.328194;40.46339
Piedralaves;-4.69809;40.31736
Poveda;-5.079698;40.5669
Poyales del Hoyo;-5.166279;40.17289
Pozanco;-4.66711;40.8014
Pradosegar;-5.071213;40.55083
Puerto Castilla;-5.629994;40.28954
Rasueros;-5.074331;41.0232
Riocabado;-4.803108;40.8301
Riofrío;-4.777152;40.54721
Rivilla de Barajas;-4.987929;40.9013
Salobral;-4.811044;40.61165
Salvadiós;-5.096365;40.877
San Bartolomé de Béjar;-5.662875;40.40808
San Bartolomé de Corneja;-5.385234;40.49294
San Bartolomé de Pinares;-4.539612;40.54251
San Esteban de los Patos;-4.624889;40.74583
San Esteban de Zapardiel;-4.900951;41.093
San Esteban del Valle;-4.980085;40.27536
San García de Ingelmos;-5.116322;40.76964
San Juan de Gredos;-5.237109;40.36386
San Juan de la Encinilla;-4.838498;40.82997
San Juan de la Nava;-4.682141;40.47903
San Juan del Molinillo;-4.818235;40.45938
San Juan del Olmo;-5.049766;40.6527
San Lorenzo de Tormes;-5.48815;40.37025
San Martín de la Vega del Alberche;-5.156746;40.43062
San Martín del Pimpollar;-5.055604;40.36848
San Miguel de Corneja;-5.287448;40.4868
San Miguel de Serrezuela;-5.287457;40.67038
San Pascual;-4.756086;40.88227
San Pedro del Arroyo;-4.870896;40.80069
San Vicente de Arévalo;-4.799979;40.9677
Sanchidrián;-4.581257;40.89338
Sanchorreja;-4.915372;40.66479
Santa Cruz de Pinares;-4.57963;40.54183
Santa Cruz del Valle;-5.003672;40.25078
Santa María de los Caballeros;-5.451696;40.38877
Santa María del Arroyo;-4.922258;40.59944
Santa María del Berrocal;-5.406222;40.50954
Santa María del Cubillo;-4.472222;40.7425
Santa María del Tiétar;-4.555526;40.30389
Santiago del Collado;-5.356558;40.43356
Santiago del Tormes;-5.366667;40.36666
Santo Domingo de las Posadas;-4.633421;40.81218
Santo Tomé de Zabarcos;-4.910215;40.78664
Serrada (La);-4.792297;40.63132
Serranillos;-4.911497;40.33594
Sigeres;-4.932576;40.79939
Sinlabajos;-4.831933;41.07727
Solana de Ávila;-5.615701;40.31465
Solana de Rioalmar;-5.010678;40.73724
Solosancho;-4.906135;40.55363
Sotalbo;-4.849229;40.54151
Sotillo de la Adrada;-4.585647;40.29404
Tiemblo (El);-4.503831;40.41628
Tiñosillos;-4.72748;40.93408
Tolbaños;-4.581374;40.75098
Tormellas;-5.511548;40.30432
Tornadizos de Ávila;-4.615232;40.62614
Torre (La);-4.965192;40.58926
Tórtoles;-5.261655;40.5609
Umbrías;-5.578032;40.31298
Vadillo de la Sierra;-5.122006;40.60506
Valdecasa;-5.012668;40.65955
Vega de Santa María;-4.64183;40.83594
Velayos;-4.622241;40.84094
Villaflor;-4.874116;40.7584
Villafranca de la Sierra;-5.230729;40.49773
Villanueva de Ávila;-4.821985;40.37959
Villanueva de Gómez;-4.715201;40.88379
Villanueva del Aceral;-4.852352;41.04132
Villanueva del Campillo;-5.179864;40.57825
Villar de Corneja;-5.43251;40.47478
Villarejo del Valle;-4.997665;40.28594
Villatoro;-5.111281;40.55616
Viñegra de Moraña;-4.922153;40.84931
Vita;-5.005141;40.81179
Zapardiel de la Cañada;-5.340081;40.60593
Zapardiel de la Ribera;-5.328642;40.35575
Abajas;-3.580227;42.62347
Adrada de Haza;-3.821794;41.59426
Aguas Cándidas;-3.501816;42.71609
Aguilar de Bureba;-3.328738;42.59014
Albillos;-3.790607;42.27642
Alcocero de Mola;-3.357422;42.47314
Alfoz de Bricia;-3.879167;42.89667
Alfoz de Quintanadueñas;-3.734942;42.38503
Alfoz de Santa Gadea;-3.950556;42.95555
Altable;-3.077159;42.60335
Altos (Los);-3.631667;42.80861
Ameyugo;-3.061546;42.65606
Anguix;-3.931955;41.75338
Aranda de Duero;-3.686569;41.67171
Arandilla;-3.428753;41.73776
Arauzo de Miel;-3.38779;41.86012
Arauzo de Salce;-3.412258;41.81974
Arauzo de Torre;-3.422723;41.79853
Arcos;-3.755465;42.26453
Arenillas de Riopisuerga;-4.233235;42.35673
Arija;-3.944695;42.99424
Arlanzón;-3.458243;42.3228
Arraya de Oca;-3.397841;42.41536
Atapuerca;-3.507772;42.37701
Ausines (Los);-3.597602;42.22558
Avellanosa de Muñó;-3.824701;41.98373
Bahabón de Esgueva;-3.729234;41.86199
Balbases (Los);-4.062593;42.215
Baños de Valdearados;-3.556313;41.76987
Bañuelos de Bureba;-3.280796;42.50111
Barbadillo de Herreros;-3.150055;42.21489
Barbadillo del Mercado;-3.358344;42.03931
Barbadillo del Pez;-3.228537;42.11964
Barrio de Muñó;-4.007208;42.17502
Barrios de Bureba (Los);-3.391559;42.64565
Barrios de Colina;-3.459788;42.39611
Basconcillos del Tozo;-3.989552;42.70267
Bascuñana;-3.082017;42.42544
Belbimbre;-4.012369;42.16871
Belorado;-3.189796;42.42041
Berberana;-3.060073;42.91988
Berlangas de Roa;-3.87417;41.6894
Berzosa de Bureba;-3.266128;42.62693
Bozoó;-3.08537;42.72657
Brazacorta;-3.367153;41.71716
Briviesca;-3.323369;42.55029
Bugedo;-3.017947;42.64932
